	CH1 Voltage	CH1 Current	CH1 Time	CH2 Voltage	CH2 Current	CH2 Time
1,1,946	0.00000E+000	1.04070E-009	159.36291E+000	39.69000E+000	13.71600E-006	159.36291E+000
1,1,947	0.00000E+000	1.04250E-009	159.53120E+000	39.73200E+000	8.21400E-006	159.53120E+000
1,1,948	0.00000E+000	1.49710E-009	159.69947E+000	39.77400E+000	759.00000E-009	159.69947E+000
1,1,949	0.00000E+000	1.06900E-009	159.86772E+000	39.81600E+000	-8.03200E-006	159.86772E+000
1,1,950	0.00000E+000	1.05750E-009	160.03766E+000	39.85800E+000	-14.41500E-006	160.03766E+000
1,1,951	0.00000E+000	1.05980E-009	160.20592E+000	39.90000E+000	-10.76000E-006	160.20592E+000
1,1,952	0.00000E+000	1.06340E-009	160.37424E+000	39.94200E+000	-2.77800E-006	160.37424E+000
1,1,953	0.00000E+000	1.06800E-009	160.54252E+000	39.98400E+000	6.19700E-006	160.54252E+000
1,1,954	0.00000E+000	1.06780E-009	160.71077E+000	40.02600E+000	11.07500E-006	160.71077E+000
1,1,955	0.00000E+000	1.07950E-009	160.87914E+000	40.06800E+000	14.46400E-006	160.87914E+000
1,1,956	0.00000E+000	1.08530E-009	161.04741E+000	40.11000E+000	12.42500E-006	161.04741E+000
1,1,957	0.00000E+000	1.09100E-009	161.21568E+000	40.15200E+000	5.19100E-006	161.21568E+000
1,1,958	0.00000E+000	1.09580E-009	161.38404E+000	40.19400E+000	-3.78000E-006	161.38404E+000
1,1,959	0.00000E+000	1.09140E-009	161.55232E+000	40.23600E+000	-10.02800E-006	161.55232E+000
1,1,960	0.00000E+000	1.10530E-009	161.72058E+000	40.27800E+000	-14.39400E-006	161.72058E+000
1,1,961	0.00000E+000	1.11100E-009	161.88895E+000	40.32000E+000	-12.92700E-006	161.88895E+000
1,1,962	0.00000E+000	1.11800E-009	162.05724E+000	40.36200E+000	-6.29500E-006	162.05724E+000
1,1,963	0.00000E+000	1.12180E-009	162.22551E+000	40.40400E+000	1.70600E-006	162.22551E+000
1,1,964	0.00000E+000	1.12560E-009	162.39398E+000	40.44600E+000	9.85900E-006	162.39398E+000
1,1,965	0.00000E+000	1.12940E-009	162.56226E+000	40.48800E+000	13.93800E-006	162.56226E+000
1,1,966	0.00000E+000	1.13410E-009	162.73052E+000	40.53000E+000	13.71100E-006	162.73052E+000
1,1,967	0.00000E+000	1.13850E-009	162.89888E+000	40.57200E+000	7.63500E-006	162.89888E+000
1,1,968	0.00000E+000	1.14140E-009	163.06717E+000	40.61400E+000	297.00000E-009	163.06717E+000
1,1,969	0.00000E+000	1.14550E-009	163.23542E+000	40.65600E+000	-8.62400E-006	163.23542E+000
1,1,970	0.00000E+000	1.14990E-009	163.40378E+000	40.69800E+000	-13.50300E-006	163.40378E+000
1,1,971	0.00000E+000	1.15340E-009	163.57206E+000	40.74000E+000	-14.05800E-006	163.57206E+000
1,1,972	0.00000E+000	1.15490E-009	163.74031E+000	40.78190E+000	-9.90700E-006	163.74031E+000
1,1,973	0.00000E+000	1.15900E-009	163.90868E+000	40.82400E+000	-2.18400E-006	163.90868E+000
1,1,974	0.00000E+000	1.16100E-009	164.07697E+000	40.86600E+000	7.22800E-006	164.07697E+000
1,1,975	0.00000E+000	1.16450E-009	164.24521E+000	40.90800E+000	11.56000E-006	164.24521E+000
1,1,976	0.00000E+000	1.17370E-009	164.41377E+000	40.95000E+000	14.40100E-006	164.41377E+000
1,1,977	0.00000E+000	1.17020E-009	164.58205E+000	40.99200E+000	10.98500E-006	164.58205E+000
1,1,978	0.00000E+000	1.17140E-009	164.75030E+000	41.03400E+000	3.33000E-006	164.75030E+000
1,1,979	0.00000E+000	1.17360E-009	164.91908E+000	41.07600E+000	-8.05100E-006	164.91908E+000
1,1,980	0.00000E+000	1.17450E-009	165.08734E+000	41.11800E+000	-12.72100E-006	165.08734E+000
1,1,981	0.00000E+000	1.17600E-009	165.25562E+000	41.16000E+000	-14.20000E-006	165.25562E+000
1,1,982	-100.00000E-009	1.18150E-009	165.42392E+000	41.20200E+000	-10.76300E-006	165.42392E+000
1,1,983	-100.00000E-009	1.17800E-009	165.59220E+000	41.24400E+000	-3.11500E-006	165.59220E+000
1,1,984	0.00000E+000	1.17840E-009	165.76048E+000	41.28600E+000	5.96100E-006	165.76048E+000
1,1,985	0.00000E+000	1.18030E-009	165.92879E+000	41.32800E+000	11.02700E-006	165.92879E+000
1,1,986	0.00000E+000	1.18040E-009	166.09722E+000	41.37000E+000	14.41000E-006	166.09722E+000
1,1,987	0.00000E+000	1.18070E-009	166.26548E+000	41.41200E+000	12.37500E-006	166.26548E+000
1,1,988	0.00000E+000	1.18050E-009	166.43377E+000	41.45400E+000	4.78600E-006	166.43377E+000
1,1,989	0.00000E+000	1.17980E-009	166.60202E+000	41.49600E+000	-3.79900E-006	166.60202E+000
1,1,990	0.00000E+000	1.17960E-009	166.77046E+000	41.53800E+000	-10.22600E-006	166.77046E+000
1,1,991	0.00000E+000	1.17920E-009	166.93876E+000	41.58000E+000	-14.85900E-006	166.93876E+000
1,1,992	0.00000E+000	1.17900E-009	167.10702E+000	41.62200E+000	-12.69200E-006	167.10702E+000
1,1,993	0.00000E+000	1.17850E-009	167.27527E+000	41.66400E+000	-6.19300E-006	167.27527E+000
1,1,994	0.00000E+000	1.17810E-009	167.44358E+000	41.70600E+000	1.99900E-006	167.44358E+000
1,1,995	0.00000E+000	1.17540E-009	167.61185E+000	41.74800E+000	9.49100E-006	167.61185E+000
1,1,996	0.00000E+000	1.18400E-009	167.78027E+000	41.79000E+000	13.98800E-006	167.78027E+000
1,1,997	0.00000E+000	1.17650E-009	167.94857E+000	41.83200E+000	13.69500E-006	167.94857E+000
1,1,998	0.00000E+000	1.17570E-009	168.11684E+000	41.87400E+000	7.86100E-006	168.11684E+000
1,1,999	0.00000E+000	1.17700E-009	168.28525E+000	41.91600E+000	-656.00000E-009	168.28525E+000
1,1,1000	0.00000E+000	1.17450E-009	168.45355E+000	41.95800E+000	-8.93700E-006	168.45355E+000
1,1,1001	0.00000E+000	1.17220E-009	168.62215E+000	42.00000E+000	-13.88100E-006	168.62215E+000
